ts_ms,datetime_utc,datetime_shanghai,open,high,low,close,volume,confirmed
1693324800000,2023-08-29T16:00:00.000Z,2023-08-30T00:00:00,27419.8,28176.1,27348.3,27829,9050575,1
1693339200000,2023-08-29T20:00:00.000Z,2023-08-30T04:00:00,27828.9,27887.4,27537,27720.4,2129782,1
1693353600000,2023-08-30T00:00:00.000Z,2023-08-30T08:00:00,27720.3,27772.6,27284,27393.3,2545277,1
1693368000000,2023-08-30T04:00:00.000Z,2023-08-30T12:00:00,27393.3,27476.3,27373.8,27439.9,864297,1
1693382400000,2023-08-30T08:00:00.000Z,2023-08-30T16:00:00,27439.9,27498,27311,27343,1269882,1
1693396800000,2023-08-30T12:00:00.000Z,2023-08-30T20:00:00,27343,27463.5,26996,27207.5,5076517,1
1693411200000,2023-08-30T16:00:00.000Z,2023-08-31T00:00:00,27207.5,27289.5,27063.6,27179.5,1379078,1
1693425600000,2023-08-30T20:00:00.000Z,2023-08-31T04:00:00,27179.5,27350.6,27176.3,27297,719833,1
1693440000000,2023-08-31T00:00:00.000Z,2023-08-31T08:00:00,27297,27297,27181.1,27221.3,544054,1
1693454400000,2023-08-31T04:00:00.000Z,2023-08-31T12:00:00,27221.9,27295.3,27215.4,27264.5,699247,1
1693468800000,2023-08-31T08:00:00.000Z,2023-08-31T16:00:00,27264.4,27600,27190.4,27303.7,2334582,1
1693483200000,2023-08-31T12:00:00.000Z,2023-08-31T20:00:00,27303.7,27317.8,26785,26919.3,4442056,1
1693497600000,2023-08-31T16:00:00.000Z,2023-09-01T00:00:00,26919.4,26925.4,25905,26163.7,9539045,1
1693512000000,2023-08-31T20:00:00.000Z,2023-09-01T04:00:00,26163.8,26190.5,25640.4,25942.1,3361386,1
1693526400000,2023-09-01T00:00:00.000Z,2023-09-01T08:00:00,25942,26097.8,25928,26078.3,986336,1
1693540800000,2023-09-01T04:00:00.000Z,2023-09-01T12:00:00,26078.3,26093.5,25979.3,25991.1,714504,1
1693555200000,2023-09-01T08:00:00.000Z,2023-09-01T16:00:00,25991,26072.1,25960,26042.9,787767,1
1693569600000,2023-09-01T12:00:00.000Z,2023-09-01T20:00:00,26042.9,26155.8,25548.2,25811,5009540,1
1693584000000,2023-09-01T16:00:00.000Z,2023-09-02T00:00:00,25810.9,25968.1,25325,25650.9,5140014,1
1693598400000,2023-09-01T20:00:00.000Z,2023-09-02T04:00:00,25650.9,25936.4,25573.5,25807.9,1333777,1
1693612800000,2023-09-02T00:00:00.000Z,2023-09-02T08:00:00,25807.9,25845.5,25754.5,25799.8,551824,1
1693627200000,2023-09-02T04:00:00.000Z,2023-09-02T12:00:00,25799.8,25848.5,25763.9,25793.4,501641,1
1693641600000,2023-09-02T08:00:00.000Z,2023-09-02T16:00:00,25793.3,25860.4,25778,25814.5,622024,1
1693656000000,2023-09-02T12:00:00.000Z,2023-09-02T20:00:00,25814.5,25985,25790,25892.1,1169875,1
1693670400000,2023-09-02T16:00:00.000Z,2023-09-03T00:00:00,25892.1,25939.6,25765,25836.7,906576,1
1693684800000,2023-09-02T20:00:00.000Z,2023-09-03T04:00:00,25836.7,25911.8,25818,25875.1,266979,1
1693699200000,2023-09-03T00:00:00.000Z,2023-09-03T08:00:00,25875.1,25910,25830,25865.3,350027,1
1693713600000,2023-09-03T04:00:00.000Z,2023-09-03T12:00:00,25865.3,25950,25865.3,25946.1,477667,1
1693728000000,2023-09-03T08:00:00.000Z,2023-09-03T16:00:00,25946.2,25950,25875,25943.9,423063,1
1693742400000,2023-09-03T12:00:00.000Z,2023-09-03T20:00:00,25943.9,26085,25787.8,25868.5,2222675,1
1693756800000,2023-09-03T16:00:00.000Z,2023-09-04T00:00:00,25868.5,26045,25801.2,26010,1260160,1
1693771200000,2023-09-03T20:00:00.000Z,2023-09-04T04:00:00,26010.1,26140,25928.5,25971.9,1102862,1
1693785600000,2023-09-04T00:00:00.000Z,2023-09-04T08:00:00,25971.9,26108.2,25878.2,25984.4,989756,1
1693800000000,2023-09-04T04:00:00.000Z,2023-09-04T12:00:00,25984.5,26023.6,25916,25969.4,591732,1
1693814400000,2023-09-04T08:00:00.000Z,2023-09-04T16:00:00,25969.4,26011.4,25866,25895.5,915525,1
1693828800000,2023-09-04T12:00:00.000Z,2023-09-04T20:00:00,25895.5,25972.1,25722,25816.6,2457893,1
1693843200000,2023-09-04T16:00:00.000Z,2023-09-05T00:00:00,25816.5,25951,25810.1,25894,842574,1
1693857600000,2023-09-04T20:00:00.000Z,2023-09-05T04:00:00,25893.9,25924.8,25622.2,25825.2,2022952,1
1693872000000,2023-09-05T00:00:00.000Z,2023-09-05T08:00:00,25825.3,25844.9,25550,25689.7,1404887,1
1693886400000,2023-09-05T04:00:00.000Z,2023-09-05T12:00:00,25689.7,25760,25675.6,25737.5,814793,1
1693900800000,2023-09-05T08:00:00.000Z,2023-09-05T16:00:00,25737.5,25807,25650,25780.2,1242182,1
1693915200000,2023-09-05T12:00:00.000Z,2023-09-05T20:00:00,25780.2,25909.9,25618.1,25761.8,2833642,1
1693929600000,2023-09-05T16:00:00.000Z,2023-09-06T00:00:00,25761.9,25845.8,25682,25682,877858,1
1693944000000,2023-09-05T20:00:00.000Z,2023-09-06T04:00:00,25682.1,25805,25674.1,25791,531261,1
1693958400000,2023-09-06T00:00:00.000Z,2023-09-06T08:00:00,25791,25865,25772.2,25781,564642,1
1693972800000,2023-09-06T04:00:00.000Z,2023-09-06T12:00:00,25781.1,25793.9,25726.1,25728.9,578615,1
1693987200000,2023-09-06T08:00:00.000Z,2023-09-06T16:00:00,25728.9,25780.9,25717.1,25733.5,526130,1
1694001600000,2023-09-06T12:00:00.000Z,2023-09-06T20:00:00,25733.4,25782.9,25535,25589.6,2219415,1
1694016000000,2023-09-06T16:00:00.000Z,2023-09-07T00:00:00,25589.6,26059.9,25355,25689,5548332,1
1694030400000,2023-09-06T20:00:00.000Z,2023-09-07T04:00:00,25689,25789.5,25651,25761.4,709063,1
1694044800000,2023-09-07T00:00:00.000Z,2023-09-07T08:00:00,25761.5,25838.8,25720.2,25836.7,741186,1
1694059200000,2023-09-07T04:00:00.000Z,2023-09-07T12:00:00,25836.6,25848,25745.7,25764.1,633079,1
1694073600000,2023-09-07T08:00:00.000Z,2023-09-07T16:00:00,25764.1,25768.2,25694.4,25710.2,631504,1
1694088000000,2023-09-07T12:00:00.000Z,2023-09-07T20:00:00,25710.1,25840,25616.4,25784.2,2106297,1
1694102400000,2023-09-07T16:00:00.000Z,2023-09-08T00:00:00,25784.2,25980,25774.5,25880.9,1915829,1
1694116800000,2023-09-07T20:00:00.000Z,2023-09-08T04:00:00,25880.8,26449.6,25855.8,26252.1,4788939,1
1694131200000,2023-09-08T00:00:00.000Z,2023-09-08T08:00:00,26252.1,26443.2,26200.2,26253,1506085,1
1694145600000,2023-09-08T04:00:00.000Z,2023-09-08T12:00:00,26253,26384.8,26191.4,26259,1315363,1
1694160000000,2023-09-08T08:00:00.000Z,2023-09-08T16:00:00,26259.1,26273,25638.6,25837.1,4123012,1
1694174400000,2023-09-08T12:00:00.000Z,2023-09-08T20:00:00,25837.1,25954.7,25792.8,25843.9,1211750,1
1694188800000,2023-09-08T16:00:00.000Z,2023-09-09T00:00:00,25843.9,25901.3,25721.1,25901.3,995154,1
1694203200000,2023-09-08T20:00:00.000Z,2023-09-09T04:00:00,25901.5,25944.3,25850.9,25912.9,440135,1
1694217600000,2023-09-09T00:00:00.000Z,2023-09-09T08:00:00,25913,25913,25850.3,25877.3,359038,1
1694232000000,2023-09-09T04:00:00.000Z,2023-09-09T12:00:00,25877.2,25896.9,25838.1,25883.9,328618,1
1694246400000,2023-09-09T08:00:00.000Z,2023-09-09T16:00:00,25884,25911.5,25848.8,25862.5,347240,1
1694260800000,2023-09-09T12:00:00.000Z,2023-09-09T20:00:00,25862.5,25930,25787.3,25890.1,701053,1
1694275200000,2023-09-09T16:00:00.000Z,2023-09-10T00:00:00,25890,25950,25849.5,25870.6,410158,1
1694289600000,2023-09-09T20:00:00.000Z,2023-09-10T04:00:00,25870.1,25926.7,25856.5,25904.1,277168,1
1694304000000,2023-09-10T00:00:00.000Z,2023-09-10T08:00:00,25904.2,25905,25834,25869,471922,1
1694318400000,2023-09-10T04:00:00.000Z,2023-09-10T12:00:00,25869,25879.5,25758,25855.6,930648,1
1694332800000,2023-09-10T08:00:00.000Z,2023-09-10T16:00:00,25855.6,25871.3,25793,25800,472120,1
1694347200000,2023-09-10T12:00:00.000Z,2023-09-10T20:00:00,25800.1,25839.8,25711.5,25776.2,903958,1
1694361600000,2023-09-10T16:00:00.000Z,2023-09-11T00:00:00,25776.2,25868.7,25540,25802.7,1981301,1
1694376000000,2023-09-10T20:00:00.000Z,2023-09-11T04:00:00,25802.8,26050,25775,25838.1,1634381,1
1694390400000,2023-09-11T00:00:00.000Z,2023-09-11T08:00:00,25838.2,25879.3,25656.1,25740.8,1378880,1
1694404800000,2023-09-11T04:00:00.000Z,2023-09-11T12:00:00,25740.8,25910,25721,25819.2,1209764,1
1694419200000,2023-09-11T08:00:00.000Z,2023-09-11T16:00:00,25819.3,25834.8,25572.3,25603.7,2670700,1
1694433600000,2023-09-11T12:00:00.000Z,2023-09-11T20:00:00,25603.7,25757,24930,25110.2,9949978,1
1694448000000,2023-09-11T16:00:00.000Z,2023-09-12T00:00:00,25110.2,25245.5,24983.4,25021.5,2654230,1
1694462400000,2023-09-11T20:00:00.000Z,2023-09-12T04:00:00,25021.5,25224.5,24881,25166.1,1500310,1
1694476800000,2023-09-12T00:00:00.000Z,2023-09-12T08:00:00,25166.2,25962,25131,25800.1,5489432,1
1694491200000,2023-09-12T04:00:00.000Z,2023-09-12T12:00:00,25800.1,25999.4,25610.8,25823.8,4005748,1
1694505600000,2023-09-12T08:00:00.000Z,2023-09-12T16:00:00,25823.8,26350,25738,26099.9,4453724,1
1694520000000,2023-09-12T12:00:00.000Z,2023-09-12T20:00:00,26099.9,26403.9,26035,26207.9,4150015,1
1694534400000,2023-09-12T16:00:00.000Z,2023-09-13T00:00:00,26207.9,26600,25878.5,26059.3,5528833,1
1694548800000,2023-09-12T20:00:00.000Z,2023-09-13T04:00:00,26059.4,26159.3,25791,25844.2,1228511,1
1694563200000,2023-09-13T00:00:00.000Z,2023-09-13T08:00:00,25844.1,25997.6,25759.5,25886.1,1545955,1
1694577600000,2023-09-13T04:00:00.000Z,2023-09-13T12:00:00,25886.3,26113,25850,25879.9,2115877,1
1694592000000,2023-09-13T08:00:00.000Z,2023-09-13T16:00:00,25879.9,26246.7,25863.5,26194.2,2397140,1
1694606400000,2023-09-13T12:00:00.000Z,2023-09-13T20:00:00,26195.5,26397.4,26011,26244,3709719,1
1694620800000,2023-09-13T16:00:00.000Z,2023-09-14T00:00:00,26244.1,26421.5,26043.5,26139.3,2875985,1
1694635200000,2023-09-13T20:00:00.000Z,2023-09-14T04:00:00,26139.9,26309.5,26139.9,26223,519211,1
1694649600000,2023-09-14T00:00:00.000Z,2023-09-14T08:00:00,26223,26560,26115.2,26268.8,3651844,1
1694664000000,2023-09-14T04:00:00.000Z,2023-09-14T12:00:00,26268.7,26402,26160,26345.9,1366631,1
1694678400000,2023-09-14T08:00:00.000Z,2023-09-14T16:00:00,26346,26497.9,26269.8,26442.3,1410185,1
1694692800000,2023-09-14T12:00:00.000Z,2023-09-14T20:00:00,26442.4,26808.8,26335.1,26694.7,5844085,1
1694707200000,2023-09-14T16:00:00.000Z,2023-09-15T00:00:00,26694.7,26882.4,26550,26674.2,2193116,1
1694721600000,2023-09-14T20:00:00.000Z,2023-09-15T04:00:00,26674.2,26738.5,26472.5,26526.6,1049647,1
1694736000000,2023-09-15T00:00:00.000Z,2023-09-15T08:00:00,26526.6,26620,26450,26610.1,1123230,1
1694750400000,2023-09-15T04:00:00.000Z,2023-09-15T12:00:00,26610.1,26655,26548,26570,831205,1
1694764800000,2023-09-15T08:00:00.000Z,2023-09-15T16:00:00,26570,26699.9,26375.2,26430.4,1822731,1
1694779200000,2023-09-15T12:00:00.000Z,2023-09-15T20:00:00,26432,26531,26222.2,26324,2983777,1
1694793600000,2023-09-15T16:00:00.000Z,2023-09-16T00:00:00,26324.1,26447.4,26315.3,26401.5,857211,1
1694808000000,2023-09-15T20:00:00.000Z,2023-09-16T04:00:00,26401.6,26899,26373.5,26600.7,2578465,1
1694822400000,2023-09-16T00:00:00.000Z,2023-09-16T08:00:00,26600.7,26794.5,26567.2,26616.7,1365640,1
1694836800000,2023-09-16T04:00:00.000Z,2023-09-16T12:00:00,26616.7,26625,26462.6,26497.5,1351754,1
1694851200000,2023-09-16T08:00:00.000Z,2023-09-16T16:00:00,26497.4,26593.6,26441.1,26527.5,1124388,1
1694865600000,2023-09-16T12:00:00.000Z,2023-09-16T20:00:00,26527.4,26587,26477.9,26510,677693,1
1694880000000,2023-09-16T16:00:00.000Z,2023-09-17T00:00:00,26510,26632.7,26500.9,26533.6,549137,1
1694894400000,2023-09-16T20:00:00.000Z,2023-09-17T04:00:00,26533.5,26585.2,26505.6,26560.6,371959,1
1694908800000,2023-09-17T00:00:00.000Z,2023-09-17T08:00:00,26560.5,26560.6,26415,26526.5,946784,1
1694923200000,2023-09-17T04:00:00.000Z,2023-09-17T12:00:00,26526.5,26567.6,26498,26498.9,455165,1
1694937600000,2023-09-17T08:00:00.000Z,2023-09-17T16:00:00,26499,26622,26493.4,26564.2,717535,1
1694952000000,2023-09-17T12:00:00.000Z,2023-09-17T20:00:00,26564.2,26597.6,26516.2,26548.1,616371,1
1694966400000,2023-09-17T16:00:00.000Z,2023-09-18T00:00:00,26548.2,26550,26458.8,26505.8,631492,1
1694980800000,2023-09-17T20:00:00.000Z,2023-09-18T04:00:00,26505.8,26541.1,26400,26528,893228,1
1694995200000,2023-09-18T00:00:00.000Z,2023-09-18T08:00:00,26528,26755,26367.7,26655.7,2793888,1
1695009600000,2023-09-18T04:00:00.000Z,2023-09-18T12:00:00,26655.7,26800,26560.7,26714.9,1449177,1
1695024000000,2023-09-18T08:00:00.000Z,2023-09-18T16:00:00,26714.9,27240,26678.9,27198,5038918,1
1695038400000,2023-09-18T12:00:00.000Z,2023-09-18T20:00:00,27198,27415,27135,27267.7,4209209,1
1695052800000,2023-09-18T16:00:00.000Z,2023-09-19T00:00:00,27267.6,27307.7,26619.4,26812.6,4779469,1
1695067200000,2023-09-18T20:00:00.000Z,2023-09-19T04:00:00,26815.4,26878.6,26730,26760.2,1045174,1
1695081600000,2023-09-19T00:00:00.000Z,2023-09-19T08:00:00,26760.3,26840.2,26668.7,26820.3,1211597,1
1695096000000,2023-09-19T04:00:00.000Z,2023-09-19T12:00:00,26820.3,26875,26752.2,26845.9,792867,1
1695110400000,2023-09-19T08:00:00.000Z,2023-09-19T16:00:00,26845.9,27498,26845.9,27238.3,5202430,1
1695124800000,2023-09-19T12:00:00.000Z,2023-09-19T20:00:00,27238.3,27486,26875.3,27427.6,6053094,1
1695139200000,2023-09-19T16:00:00.000Z,2023-09-20T00:00:00,27427.7,27488,27071.1,27183.9,2580205,1
1695153600000,2023-09-19T20:00:00.000Z,2023-09-20T04:00:00,27184,27228.9,26976,27207.1,1318759,1
1695168000000,2023-09-20T00:00:00.000Z,2023-09-20T08:00:00,27207.1,27388,27082.1,27120,1992726,1
1695182400000,2023-09-20T04:00:00.000Z,2023-09-20T12:00:00,27119.9,27162,26937.7,27103.5,1860761,1
1695196800000,2023-09-20T08:00:00.000Z,2023-09-20T16:00:00,27103.5,27194,26945,27100,1779258,1
1695211200000,2023-09-20T12:00:00.000Z,2023-09-20T20:00:00,27100,27245,26992.2,27180.5,2052149,1
1695225600000,2023-09-20T16:00:00.000Z,2023-09-21T00:00:00,27180.5,27300,26767.8,26928,3678506,1
1695240000000,2023-09-20T20:00:00.000Z,2023-09-21T04:00:00,26928,27250,26918,27120,1611890,1
1695254400000,2023-09-21T00:00:00.000Z,2023-09-21T08:00:00,27120,27165,26927.9,27040,1341894,1
1695268800000,2023-09-21T04:00:00.000Z,2023-09-21T12:00:00,27039.9,27100,26980,26995.3,894479,1
1695283200000,2023-09-21T08:00:00.000Z,2023-09-21T16:00:00,26995.2,27018.4,26623.7,26734.8,3620544,1
1695297600000,2023-09-21T12:00:00.000Z,2023-09-21T20:00:00,26734.8,26781.9,26375,26585,4586943,1
1695312000000,2023-09-21T16:00:00.000Z,2023-09-22T00:00:00,26585.1,26699.5,26546.5,26596,1339655,1
1695326400000,2023-09-21T20:00:00.000Z,2023-09-22T04:00:00,26596,26621.9,26489.3,26563.6,633934,1
1695340800000,2023-09-22T00:00:00.000Z,2023-09-22T08:00:00,26563.7,26669.5,26460.1,26628.9,1532223,1
1695355200000,2023-09-22T04:00:00.000Z,2023-09-22T12:00:00,26628.9,26710,26572.5,26672.9,1091176,1
1695369600000,2023-09-22T08:00:00.000Z,2023-09-22T16:00:00,26672.9,26745.9,26590,26644.7,1066728,1
1695384000000,2023-09-22T12:00:00.000Z,2023-09-22T20:00:00,26644.6,26700,26555.3,26635,1527029,1
1695398400000,2023-09-22T16:00:00.000Z,2023-09-23T00:00:00,26635,26648.6,26517.9,26534.4,982739,1
1695412800000,2023-09-22T20:00:00.000Z,2023-09-23T04:00:00,26534.4,26598.5,26486,26580.7,597476,1
1695427200000,2023-09-23T00:00:00.000Z,2023-09-23T08:00:00,26580.7,26621.9,26524.5,26536,553302,1
1695441600000,2023-09-23T04:00:00.000Z,2023-09-23T12:00:00,26535.9,26589,26515,26586,415576,1
1695456000000,2023-09-23T08:00:00.000Z,2023-09-23T16:00:00,26585.9,26596.2,26554.3,26576,236863,1
1695470400000,2023-09-23T12:00:00.000Z,2023-09-23T20:00:00,26575.9,26588,26545,26578.1,339942,1
1695484800000,2023-09-23T16:00:00.000Z,2023-09-24T00:00:00,26578,26636,26556,26610.6,370911,1
1695499200000,2023-09-23T20:00:00.000Z,2023-09-24T04:00:00,26610.6,26617.1,26560,26577.3,224503,1
1695513600000,2023-09-24T00:00:00.000Z,2023-09-24T08:00:00,26577.3,26590,26556.6,26570.6,211594,1
1695528000000,2023-09-24T04:00:00.000Z,2023-09-24T12:00:00,26570.6,26574.1,26546.1,26563.3,237450,1
1695542400000,2023-09-24T08:00:00.000Z,2023-09-24T16:00:00,26563.3,26615,26562.6,26597.8,359070,1
1695556800000,2023-09-24T12:00:00.000Z,2023-09-24T20:00:00,26597.8,26624.3,26562.4,26578.4,372394,1
1695571200000,2023-09-24T16:00:00.000Z,2023-09-25T00:00:00,26578.5,26741.1,26302.1,26448.5,2623823,1
1695585600000,2023-09-24T20:00:00.000Z,2023-09-25T04:00:00,26448.4,26528.1,26099.7,26241.5,2062206,1
1695600000000,2023-09-25T00:00:00.000Z,2023-09-25T08:00:00,26242,26337.7,25980.5,26161,3078403,1
1695614400000,2023-09-25T04:00:00.000Z,2023-09-25T12:00:00,26160.9,26197.6,26038.1,26186.6,1341623,1
1695628800000,2023-09-25T08:00:00.000Z,2023-09-25T16:00:00,26186.6,26230,26020,26072.5,1167726,1
1695643200000,2023-09-25T12:00:00.000Z,2023-09-25T20:00:00,26072.4,26307.2,25990.6,26243.8,2333842,1
1695657600000,2023-09-25T16:00:00.000Z,2023-09-26T00:00:00,26243.8,26429.8,26213,26329.9,2176744,1
1695672000000,2023-09-25T20:00:00.000Z,2023-09-26T04:00:00,26329.9,26445.5,26258.1,26300.3,916838,1
1695686400000,2023-09-26T00:00:00.000Z,2023-09-26T08:00:00,26300.2,26397,26232,26351.2,797250,1
1695700800000,2023-09-26T04:00:00.000Z,2023-09-26T12:00:00,26351.2,26363.5,26255,26270.5,665525,1
1695715200000,2023-09-26T08:00:00.000Z,2023-09-26T16:00:00,26270.5,26333.3,26180.3,26271.6,1108580,1
1695729600000,2023-09-26T12:00:00.000Z,2023-09-26T20:00:00,26271.6,26309.3,26083.5,26126.4,2273930,1
1695744000000,2023-09-26T16:00:00.000Z,2023-09-27T00:00:00,26126.4,26299.9,26115,26247.4,1434214,1
1695758400000,2023-09-26T20:00:00.000Z,2023-09-27T04:00:00,26247.4,26287.8,26093.8,26225.3,872514,1
1695772800000,2023-09-27T00:00:00.000Z,2023-09-27T08:00:00,26225.2,26289.6,26204.4,26275.9,772894,1
1695787200000,2023-09-27T04:00:00.000Z,2023-09-27T12:00:00,26275.9,26293.7,26231,26244.7,384890,1
1695801600000,2023-09-27T08:00:00.000Z,2023-09-27T16:00:00,26244.7,26849,26218,26765.8,4477803,1
1695816000000,2023-09-27T12:00:00.000Z,2023-09-27T20:00:00,26765.9,26849,26160,26305.2,6327620,1
1695830400000,2023-09-27T16:00:00.000Z,2023-09-28T00:00:00,26305.3,26314.7,26106,26272.3,1663225,1
1695844800000,2023-09-27T20:00:00.000Z,2023-09-28T04:00:00,26272.3,26384.3,26228.7,26373.3,807353,1
1695859200000,2023-09-28T00:00:00.000Z,2023-09-28T08:00:00,26373.2,26555,26336.9,26378.9,2138439,1
1695873600000,2023-09-28T04:00:00.000Z,2023-09-28T12:00:00,26378.8,26505,26347.3,26456.4,1295243,1
1695888000000,2023-09-28T08:00:00.000Z,2023-09-28T16:00:00,26456.4,26650,26383,26477.2,2113736,1
1695902400000,2023-09-28T12:00:00.000Z,2023-09-28T20:00:00,26477.1,27090,26468.4,27028.3,5691466,1
1695916800000,2023-09-28T16:00:00.000Z,2023-09-29T00:00:00,27028.3,27327.4,26852.6,27105.8,4823561,1
1695931200000,2023-09-28T20:00:00.000Z,2023-09-29T04:00:00,27105.8,27165.8,26889.4,27021.7,1214914,1
1695945600000,2023-09-29T00:00:00.000Z,2023-09-29T08:00:00,27022.2,27135.3,26871,26962.1,1387891,1
1695960000000,2023-09-29T04:00:00.000Z,2023-09-29T12:00:00,26962.1,27247.7,26896.2,27179.9,1612848,1
1695974400000,2023-09-29T08:00:00.000Z,2023-09-29T16:00:00,27180,27182,26961,26971,1448443,1
1695988800000,2023-09-29T12:00:00.000Z,2023-09-29T20:00:00,26971,27123.2,26650,26888.9,5104472,1
1696003200000,2023-09-29T16:00:00.000Z,2023-09-30T00:00:00,26888.9,26960,26745.5,26929.9,1144956,1
1696017600000,2023-09-29T20:00:00.000Z,2023-09-30T04:00:00,26929.9,26989,26866.4,26909.7,508190,1
1696032000000,2023-09-30T00:00:00.000Z,2023-09-30T08:00:00,26909.8,26945.1,26884.5,26915,428187,1
1696046400000,2023-09-30T04:00:00.000Z,2023-09-30T12:00:00,26915,26965.3,26910.1,26930.2,409060,1
1696060800000,2023-09-30T08:00:00.000Z,2023-09-30T16:00:00,26930.2,27000,26917.5,26938,494229,1
1696075200000,2023-09-30T12:00:00.000Z,2023-09-30T20:00:00,26938,27093.8,26907.3,26994.2,929185,1
1696089600000,2023-09-30T16:00:00.000Z,2023-10-01T00:00:00,26994.1,27047.2,26970.1,27020.7,511782,1
1696104000000,2023-09-30T20:00:00.000Z,2023-10-01T04:00:00,27020.8,27084,26939.1,26963.1,467454,1
1696118400000,2023-10-01T00:00:00.000Z,2023-10-01T08:00:00,26963,27049,26954,27044.9,430059,1
1696132800000,2023-10-01T04:00:00.000Z,2023-10-01T12:00:00,27044.9,27169.8,27019.5,27107.1,864433,1
1696147200000,2023-10-01T08:00:00.000Z,2023-10-01T16:00:00,27107.2,27294.5,27084,27189.1,1403041,1
1696161600000,2023-10-01T12:00:00.000Z,2023-10-01T20:00:00,27189.2,27226.9,27070,27144.3,939125,1
1696176000000,2023-10-01T16:00:00.000Z,2023-10-02T00:00:00,27144.3,27154.6,27035,27103.6,605102,1
1696190400000,2023-10-01T20:00:00.000Z,2023-10-02T04:00:00,27103.6,28521.6,27027.2,28005.1,5515729,1
1696204800000,2023-10-02T00:00:00.000Z,2023-10-02T08:00:00,28005.2,28245.1,27823.2,28124.9,2636518,1
1696219200000,2023-10-02T04:00:00.000Z,2023-10-02T12:00:00,28124.9,28435.9,27923,28312,3183123,1
1696233600000,2023-10-02T08:00:00.000Z,2023-10-02T16:00:00,28312,28495.9,28195.2,28199,3089577,1
1696248000000,2023-10-02T12:00:00.000Z,2023-10-02T20:00:00,28198.9,28607.8,27974.8,28026.9,5020750,1
1696262400000,2023-10-02T16:00:00.000Z,2023-10-03T00:00:00,28026.9,28126.8,27624.1,27972.9,5046351,1
1696276800000,2023-10-02T20:00:00.000Z,2023-10-03T04:00:00,27972.9,27972.9,27273.5,27496.7,2877148,1
1696291200000,2023-10-03T00:00:00.000Z,2023-10-03T08:00:00,27496.7,27642.3,27383,27596.8,1448247,1
1696305600000,2023-10-03T04:00:00.000Z,2023-10-03T12:00:00,27596.8,27668,27518.4,27541.9,856549,1
1696320000000,2023-10-03T08:00:00.000Z,2023-10-03T16:00:00,27541.9,27641,27470,27558.9,1152802,1
1696334400000,2023-10-03T12:00:00.000Z,2023-10-03T20:00:00,27559.8,27586.5,27222,27345.3,3487829,1
1696348800000,2023-10-03T16:00:00.000Z,2023-10-04T00:00:00,27345.3,27487,27246.7,27273.8,1487458,1
1696363200000,2023-10-03T20:00:00.000Z,2023-10-04T04:00:00,27274.2,27470.8,27150.9,27425.4,1391609,1
1696377600000,2023-10-04T00:00:00.000Z,2023-10-04T08:00:00,27425.4,27510,27200,27427.6,2125244,1
1696392000000,2023-10-04T04:00:00.000Z,2023-10-04T12:00:00,27427.2,27454.7,27345.3,27454.2,613813,1
1696406400000,2023-10-04T08:00:00.000Z,2023-10-04T16:00:00,27454.2,27650,27433,27577.9,1633581,1
1696420800000,2023-10-04T12:00:00.000Z,2023-10-04T20:00:00,27577.9,27632.6,27326.4,27405.2,2232975,1
1696435200000,2023-10-04T16:00:00.000Z,2023-10-05T00:00:00,27405.2,27844.5,27400,27616.8,2830811,1
1696449600000,2023-10-04T20:00:00.000Z,2023-10-05T04:00:00,27617.9,27835.3,27561.8,27773.8,1349104,1
1696464000000,2023-10-05T00:00:00.000Z,2023-10-05T08:00:00,27773.9,27900,27644.2,27651.8,1547599,1
1696478400000,2023-10-05T04:00:00.000Z,2023-10-05T12:00:00,27651.9,27698,27550,27607,946060,1
1696492800000,2023-10-05T08:00:00.000Z,2023-10-05T16:00:00,27607.2,27775.2,27591.5,27725.5,994863,1
1696507200000,2023-10-05T12:00:00.000Z,2023-10-05T20:00:00,27725.4,28131.9,27382.8,27550.6,7838574,1
1696521600000,2023-10-05T16:00:00.000Z,2023-10-06T00:00:00,27550.6,27615,27350,27468.7,2659935,1
1696536000000,2023-10-05T20:00:00.000Z,2023-10-06T04:00:00,27468.5,27510.3,27382.1,27411.9,546262,1
1696550400000,2023-10-06T00:00:00.000Z,2023-10-06T08:00:00,27411.9,27590,27397.1,27557.1,979017,1
1696564800000,2023-10-06T04:00:00.000Z,2023-10-06T12:00:00,27557.1,27656,27461,27641.5,967052,1
1696579200000,2023-10-06T08:00:00.000Z,2023-10-06T16:00:00,27641.6,27800,27584.2,27758,2194757,1
1696593600000,2023-10-06T12:00:00.000Z,2023-10-06T20:00:00,27759,28058,27169.1,27940.1,8445489,1
1696608000000,2023-10-06T16:00:00.000Z,2023-10-07T00:00:00,27940.2,28049,27785.3,27950.5,2875778,1
1696622400000,2023-10-06T20:00:00.000Z,2023-10-07T04:00:00,27950.6,28333,27879.7,27927,2098405,1
1696636800000,2023-10-07T00:00:00.000Z,2023-10-07T08:00:00,27927.1,27959,27842.4,27902.1,896716,1
1696651200000,2023-10-07T04:00:00.000Z,2023-10-07T12:00:00,27902,27944.5,27872.5,27893.8,421807,1
1696665600000,2023-10-07T08:00:00.000Z,2023-10-07T16:00:00,27890.6,28027.4,27880,27945.3,947870,1
1696680000000,2023-10-07T12:00:00.000Z,2023-10-07T20:00:00,27945.3,27993.8,27901.1,27945.1,530205,1
